text,target
Bilgisiz.,PROFANITY
Boğazını kesecem.,PROFANITY
Cahil.,PROFANITY
Çerçeveni dağıtırım.,PROFANITY
Çirkin.,PROFANITY
Çürük kadın.,PROFANITY
Çürümüşsün.,PROFANITY
Dadı.,PROFANITY
Dağa kaldırırım.,PROFANITY
Davul olasın.,PROFANITY
Dayaktan öldürürüm.,PROFANITY
Deli.,PROFANITY
Dinsiz.,PROFANITY
Domuz.,PROFANITY
Dostundan geliyorsun.,PROFANITY
Dümbüğün kızı.,PROFANITY
Dümbük.,PROFANITY
Dünyanın orospusu.,PROFANITY
Eksik etek.,PROFANITY
Elimde kalırsın.,PROFANITY
götünden sokup sikinden çıkarsınlar.,PROFANITY
güneşi çevire çevire amına korum.,PROFANITY
ayağını götünden sikeyim.,PROFANITY
ananın amına dometes koyar siker siker salça yaparım.,PROFANITY
Eteğine ettiğimin karısı.,PROFANITY
Façanı aşağı alırım.,PROFANITY
Fahişe.,PROFANITY
Fettan.,PROFANITY
Gavurun dölü.,PROFANITY
Genelev kadını.,PROFANITY
Genelevlere düşesin.,PROFANITY
Geri zekalı.,PROFANITY
Git orospuluk yap getir.,PROFANITY
çenenin yayını sikim.,PROFANITY
Görgüsüz.,PROFANITY
Gözünü keserim.,PROFANITY
Hayvan.,PROFANITY
Hoşt.,PROFANITY
İmansız.,PROFANITY
Kadın erkeğin elinin kiridir.,PROFANITY
Kadın olsaydın da elinde tutsaydın.,PROFANITY
Kafanı gözünü kıracam.,PROFANITY
Kahpe.,PROFANITY
Kahpe yapacam sizi.,PROFANITY
Kaltak.,PROFANITY
Kancık.,PROFANITY
Kanı bozuk.,PROFANITY
Karnını deşerim.,PROFANITY
Kavatın kızı.,PROFANITY
Kepaze.,PROFANITY
Kızışmış.,PROFANITY
Kimden peydahladın.,PROFANITY
Kime veriyorsun.,PROFANITY
Komaya sokarım.,PROFANITY
Kopartacam.,PROFANITY
Kölemsin.,PROFANITY
Köpek.,PROFANITY
Köpekler de doğuruyor.,PROFANITY
Kötü kadın.,PROFANITY
Kötü yola düşesin.,PROFANITY
Kullanıcam seni.,PROFANITY
Kuru.,PROFANITY
Kuş beyinli.,PROFANITY
Gözünü çıkarıp göz kürenden sikerim seni.,PROFANITY
Manyak.,PROFANITY
Mezarına tükürmem.,PROFANITY
Mikrop.,PROFANITY
Öl geber.,PROFANITY
Pasaklı.,PROFANITY
Pavyon karısı.,PROFANITY
Pavyona mı düşecen.,PROFANITY
amını ağzına kadar yırtar sonra sikerim.,PROFANITY
Piç.,PROFANITY
Piçlerinizle dönüp gelesiniz.,PROFANITY
Psikopat.,PROFANITY
Puşt.,PROFANITY
Saçaklı.,PROFANITY
Salak.,PROFANITY
Salaklaşma.,PROFANITY
Sapık.,PROFANITY
Sen bi bok değilsin.,PROFANITY
Sen de kadın mısın.,PROFANITY
Seni ahıra dahi sokmam.,PROFANITY
Seni çizerim.,PROFANITY
Seni döverim.,PROFANITY
Seni kim naapsın.,PROFANITY
Seni kötü yola düşürecem.,PROFANITY
Seni öldürecem.,PROFANITY
Seni öyle bir döverim ki annen bile tanımaz.,PROFANITY
Seni takip ettirecem.,PROFANITY
Seni Türkiye’ye rezil edeceğim.,PROFANITY
Seni vuracam.,PROFANITY
Sokak sürtüğü.,PROFANITY
Süprüntü.,PROFANITY
Sürtük.,PROFANITY
Sütü bozuk.,PROFANITY
Şerefsiz.,PROFANITY
Şeyin başına vurdu.,PROFANITY
Şırfıntı.,PROFANITY
Şirret.,PROFANITY
Ulan karı.,PROFANITY
Uyuz.,PROFANITY
Vasat karı.,PROFANITY
Kuru götlü teneke amcıklı kaveşe.,PROFANITY
Yakalarsam seni satacam.,PROFANITY
Yamuk kadın.,PROFANITY
Yer cücesi.,PROFANITY
Seni bir sikerim şeytan maşallah çeker.,PROFANITY
Yüzüne kezzap atarım.,PROFANITY
Yüzünü keserim.,PROFANITY
ağzına salıncak kurar sallana sallana sıçarım..,PROFANITY
amın oğlu voltran.,PROFANITY
başpiskopos makaryos.,PROFANITY
moskof uşağı.,PROFANITY
dürzü.,PROFANITY
hiçbirinizi siklemez alayınızın amına koyarım.,PROFANITY
piçin çocuğu.,PROFANITY
orosforostos.,PROFANITY
sik kafa.,PROFANITY
yarrağımın kurma kolu.,PROFANITY
bacağına sıçtığım keranecileri.,PROFANITY
hay ebenin pembe patiğine sıçayım ya bok kafalı.,PROFANITY
götoş.,PROFANITY
ebenin götüne çam dikerim.,PROFANITY
gölgesinde bacını öperim.,PROFANITY
ağzına öyle bir sıçarım ki tek seferde hepsini yutamazsın.,PROFANITY
amcık.,PROFANITY
bütün sülaleni bir çuvala koyar ilk hareket edeni sikerim.,PROFANITY
seni götünden bi sikerim boş otobüste ayakta gidersin.,PROFANITY
kelavın oğlu.,PROFANITY
amın düdüğü.,PROFANITY
sersem sikin mahsülü.,PROFANITY
ambesil.,PROFANITY
gözlüğüne boşalırım dünyayı bembeyaz görürsün.,PROFANITY
feriştahını sikerim.,PROFANITY
ana amını çay tabağında gösteririm.,PROFANITY
armasını siktiğim.,PROFANITY
kromozomlarına verdiğiminin oğlu.,PROFANITY
seni ben degil sahipsiz köpekler siksin.,PROFANITY
amın yarrağına git.,PROFANITY
ananın yarrağı.,PROFANITY
göt lalesi.,PROFANITY
ananın amına çin ordusu manevra yapsın.,PROFANITY
ananın amına çam ağacı diker gölgesinde bacını sikerim.,PROFANITY
pabucunu siktiğimin evladı.,PROFANITY
anan seni doğurmamış sıçmış.,PROFANITY
rum dölü.,PROFANITY
gavurun tohumu.,PROFANITY
alnina koyim.,PROFANITY
sana küçükken anan emzik yerine baban sikini vermiş maybaşın evladı.,PROFANITY
ananın amına beton dökerim bütün mahalle abaza kalır. ,PROFANITY
beyninin kıvrımlarına sokayım.,PROFANITY
zevksiz sikiş ürünü!,PROFANITY
senin ananı bi sikerim baban ayakta alkışlar!,PROFANITY
sen babanın sol taşşaklarında iken ben annenle langırt oynuyordum.,PROFANITY
içine damlatırım !,PROFANITY
kanını bokunu dölünü ebeni dayını ananı bacını ölünü dirini siktiğim.,PROFANITY
ananın yarrağını sikeyim.,PROFANITY
am biti.,PROFANITY
orangutanın minik boku.,PROFANITY
fak yarması.,PROFANITY
seni bi sikerim meslek edinirsin.,PROFANITY
ananın amını makasla kesercebime koyarım.,PROFANITY
canım istedikçe çıkartır sikerim.,PROFANITY
patlak prezervatif çocuğu.,PROFANITY
babanın şarap çanağına sokim.,PROFANITY
amın oğlu sebastiyan.,PROFANITY
gidipte göremediğingörüpte bilmediğin heryer götüne girsin.,PROFANITY
senin kalp kapakçığını sikeyim.,PROFANITY
sikime elmayı takar miğdene kadar servis ederim.,PROFANITY
senin penaltı noktanı eşeleyeyim.,PROFANITY
sik kırığı.,PROFANITY
daşşağı olan konuşuyor.,PROFANITY
yeni dökülmüş betonun üstünde sikerim gelen geçen hatırana attırır.,PROFANITY
seni tavana asarım amına smaç basarım.,PROFANITY
senin mezarda etine tenezzül edicek hayvanın ta amına koyayım.,PROFANITY
amşak.,PROFANITY
am balığı.,PROFANITY
müptezel pezevenk.,PROFANITY
konsantre kaşar.,PROFANITY
orostopan.,PROFANITY
elindeki ne lan amına kodumun ite ite soktuğu çeke çeke çıkardığı.,PROFANITY
bazen hayat seni farkında olamadan sikiyor.,PROFANITY
kanını siktiğimin kansızı.,PROFANITY
orospunun sıçırtması.,PROFANITY
orospunun torunu.,PROFANITY
yırtık amın feryadı.,PROFANITY
orospunun ahı.,PROFANITY
orospunun tek cocuğusun.,PROFANITY
orospunun yarrağı.,PROFANITY
orospunun yaşı.,PROFANITY
orospunun son çocuğu.,PROFANITY
kendini osmanlı torunu zanneden ırgat torunu.,PROFANITY
vay amına kodum!,PROFANITY
ölü götüne sabun sokmak.,PROFANITY
yatağı bozuk.,PROFANITY
kahpe çocuğu.,PROFANITY
amını yolunu siktiğim.,PROFANITY
ampiri kuku.,PROFANITY
amcuş.,PROFANITY
şimdi ananı laciverte boyadım.,PROFANITY
çenenin yayını sikim çenenin yayını sikim.,PROFANITY
ammın oğlu.,PROFANITY
götünde ortaçağı yaşatacağım.,PROFANITY
oynarım gerizekalı orospu çocuğu.,PROFANITY
göt sibobu.,PROFANITY
seni gidi yirtik kondom cocugu.,PROFANITY
ensest aile ürünü.,PROFANITY
seni nüfus kütüğüne adam diye yazan nüfus memurunun ebesine selam söyle.,PROFANITY
ebeni sikerim.,PROFANITY
annenin götüne sokayım.,PROFANITY
orospu evladı.,PROFANITY
yarrak kafalı.,PROFANITY
yarrak kürrek iş yapma.,PROFANITY
ananın amına yoğurtla su dökerim ayran oluncaya kadar sikerim.,PROFANITY
sik kafali.,PROFANITY
babanı amarım.,PROFANITY
gel bir otur sıvazla.,PROFANITY
orospu torunu.,PROFANITY
göt kafalı.,PROFANITY
bok kafalı.,PROFANITY
ananı seçim otobüsüne bindirip memleket memleket siktiririm.,PROFANITY
seni sikerim paranıda vermem.,PROFANITY
avradını siktiğimin bebeleri ortalığı sikip sığıra kattınız.,PROFANITY
erkeğin orospusu.,PROFANITY
ağzına veririm brutal vocal yaparsın.,PROFANITY
tam sikilmelik düzlemelik adam vesselam.,PROFANITY
iyi de nasıl sikip düzeceksin sen kadın değil misin?,PROFANITY
salak. ,PROFANITY
mal.,PROFANITY
gerizekalı.,PROFANITY
ıyyy.,PROFANITY
vitaminsiz orospu evladı.,PROFANITY
doğru söyle seni benden başka siken oldu mu?,PROFANITY
ananın amına uçakla girerim feribotla çıkarım.,PROFANITY
o elindeki telefonu titreşime alır götüne sokar canım sıkıldıkça çağrı atarım.,PROFANITY
ebenin amında 2+1 yuva kurarım.,PROFANITY
ananın amına smaç basarım.,PROFANITY
kulpu kırık çaydanlık damacana duş perdesi.,PROFANITY
geçmişi tenekeli.,PROFANITY
ananı sikerim kendimi öldürürüm piç kalırsın.,PROFANITY
kökünü kömecini sikeyim.,PROFANITY
senin götüne eşşek sokarım.,PROFANITY
am bezi.,PROFANITY
köy yumurtası.,PROFANITY
memeli hayvan.,PROFANITY
amele sümüğü çorbası.,PROFANITY
fındık faresi sikli.,PROFANITY
muratbey kaşarı.,PROFANITY
göt deliğindeki istenmeyen tüy.,PROFANITY
ızdırabını sikerim.,PROFANITY
siker bayıltır işer ayıltırım.,PROFANITY
ebenin amında giriş çıkışı bedava 5 katlı genelev açtırırım.,PROFANITY
tassagimin kili olsan yalatmaya degmezsin.,PROFANITY
it horoz,PROFANITY
amına limon sıkılmış ermeni karısı gibi bağırma be orospu amcıklı.,PROFANITY
adını feriha koyduğumun çocuğu.,PROFANITY
evveliyatını sikeyim.,PROFANITY
sen bu kafayla gidersen başın bitten götün sikten kurtulmaz.,PROFANITY
am paparası .,PROFANITY
geleceğini sikeyim.,PROFANITY
amını ambiyansını sikeyim.,PROFANITY
seni bi sikerim şeytan bile euzu çeker.,PROFANITY
seni bi sikerim ölürsün.,PROFANITY
yarrağımın antifrizi.,PROFANITY
amına balık sokayım.,PROFANITY
avradını siktiğimin çıkardığı.,PROFANITY
ananın Amına çam diktim.,PROFANITY
apaydın çek gözüne anamın yarrağı girsin.,PROFANITY
ağzından sokar kulağından çıkarırım.,PROFANITY
amcık hoşafı.,PROFANITY
amın oğlu.,PROFANITY
ecdadını siktiğim.,PROFANITY
ters tutup düz sikerim.,PROFANITY
iki siker bir sayarım.,PROFANITY
sik kafalı japon askeri.,PROFANITY
götüne bacağımı sokarım.,PROFANITY
amın oğlu amcamın oğlu.,PROFANITY
yarrağan götü.,PROFANITY
çula çaputa saranı siktiğiminin.,PROFANITY
sik kendini.,PROFANITY
siktir git.,PROFANITY
yaşam kaynağını sikeyim.,PROFANITY
amına kodurtucu.,PROFANITY
dalyarak.,PROFANITY
at yaraği.,PROFANITY
got kafali.,PROFANITY
am lalesi.,PROFANITY
amını dizine indiririm.,PROFANITY
amını yolunu sikerim.,PROFANITY
amını yurdunu sikerim.,PROFANITY
karıya amını sikerim demek.,PROFANITY
yolunu yorganını sikerim.,PROFANITY
burayı terk et ananın amını sikerim.,PROFANITY
ananın göz yaşını sikeyim.,PROFANITY
ananın amına sinek ikiliyi kılıçlama fırlatayım.,PROFANITY
babanın anasını sikiyim.,PROFANITY
ananla oturup karşılıklı ay çekirdeği yiyeyim.,PROFANITY
amına sıçarım.,PROFANITY
hayvan eti yemiş seni.,PROFANITY
cesedini zombiler siksin.,PROFANITY
çok afedersiniz ama ecdadunuzu sukerun.,PROFANITY
patlak topunu sikeyim senin.,PROFANITY
am salak.,PROFANITY
çük kafalı.,PROFANITY
anasının amında yahudi yarrana kafa atmış orospu çocuğu.,PROFANITY
ananın amına orospu çocuğu girsin.,PROFANITY
sol taşşağım.,PROFANITY
amına yarrağımı götüne parmağımı sokarken acımasızca göt damarını deleyim.,PROFANITY
götü sikli.,PROFANITY
annenin amında öss düzenlerim 3 milyon kişi girer.,PROFANITY
siksok beyinli.,PROFANITY
eskort evladı.,PROFANITY
anana sinema ısmarlarım.,PROFANITY
ananda mi pasif gaydi!,PROFANITY
senin o olmayan beynini sikerim kesinlikle.,PROFANITY
seni oraya müdür yapan patronun götündeki koltuğu oraya taşıyanı sikiyim.,PROFANITY
kavruk amın yanık bağrı yoğrulmuş dübür mahsülü.,PROFANITY
seni veresiye sikerim.,PROFANITY
yobaz senin ananı siksin.,PROFANITY
bir buçuk beygir gücünde beygir.,PROFANITY
15 beygir gücünde beygir.,PROFANITY
çekme o bacıyın amuna koyum çekme.,PROFANITY
siksin siksin de am görsün.,PROFANITY
senin bacıyın amığı beygir siksin.,PROFANITY
ama.,PROFANITY
ama basan genç kız.,PROFANITY
ama doymayan.,PROFANITY
ama küstüm.,PROFANITY
amığa zımbaladığım.,PROFANITY
anani çay tabaginda silkerim.,PROFANITY
amını eşşek sikesice.,PROFANITY
sik kafalı.,PROFANITY
yolunu yordamını sikeyim.,PROFANITY
amino asit sokarım.,PROFANITY
amsalak.,PROFANITY
sana su veren itfaiyecinin hortumunu zikeyim.,PROFANITY
seni gökkuşağına yatırır sikerim çocukların rengarenk doğar.,PROFANITY
böylelerini insan yarağıyla pazarlık yapıp eşek yarağıyla sikecen.,PROFANITY
ulupuanlar götüne girsin.,PROFANITY
şu direk götüne girsin.,PROFANITY
buz gibi havada sırtına elimi soktuğum.,PROFANITY
kiraz ağıcından kamçı yapar ananı erol taş gibi götünden sikerim.,PROFANITY
ananı siker belediye otobüsüne muavin yaparım.,PROFANITY
sırma damla altın kaplama sikten doğmuş sanki eşşolusu!,PROFANITY
ananın amına beton dökerim baban bile sikemez.,PROFANITY
ananın kulağını ısırıyım.,PROFANITY
ebenin amına süzülseydim.,PROFANITY
mezardaki annenin kemiklerini götüne sokarım senin !,PROFANITY
başlarım babanın şarap çanağından...,PROFANITY
seni getiren leyleklerin göç yollarını sikeyim.,PROFANITY
babanın düşmanlarını sikem.,PROFANITY
babaaan bıyığına sıçam.,PROFANITY
amın sümüğü.,PROFANITY
sur dibinde at keser gibi sikmek. ,PROFANITY
babanin portakal alip spermlerine vitamin eklemesini saglayan manavin halcisinin mal aldigi ureticisini siktigim cocugu.,PROFANITY
goyayun cıktugun yere.,PROFANITY
çıktığın yere koyayım.,PROFANITY
anasının amına duvar örüp düpel çaktığımın ibnesi.,PROFANITY
ortakbabanın çocugu.,PROFANITY
tıskıyit.,PROFANITY
seni bana veren o yaşlı ananla babanı götünden sikeyim.,PROFANITY
ızdırabının çelik zırhlı duvarlarını sikeyim .,PROFANITY
amını yurdunda sikerim.,PROFANITY
vajinanını sikerim.,PROFANITY
bazı orospu çocuklarına yapılması gereken.,PROFANITY
hay ebenin pembe patiğine sıçayım ya bok kafalı götoş.,PROFANITY
ebenin götüne çam dikerim gölgesinde bacını öperim.,PROFANITY
ağzına öyle bir sıçarım ki tek seferde hepsini yutamazsın...,PROFANITY
ana amını çay tabağında göstermek.,PROFANITY
karmasını siktiğim.,PROFANITY
amınyarragına git.,PROFANITY
ananın amına tantuni sokuyum.,PROFANITY
kırk orospu bir araya gelse senin gibi bir piç doğuramaz.,PROFANITY
mezar taşını siktiğim.,PROFANITY
seni kibrit kutusunun üstüne yatırır sikerim.,PROFANITY
açacağın konuyu sikeyim.,PROFANITY
dalağini sikeyim.,PROFANITY
İbne.,PROFANITY
Şorolo.,PROFANITY
Dığa.,PROFANITY
Pezeveng.,PROFANITY
Kavat.,PROFANITY
Lavuk.,PROFANITY
seni taşın tabutun budak deliğinden sikeyim seni.,PROFANITY
sütü verne ineğin yediği otu sikeyim.,PROFANITY
verdiği mangıra bak soktuğun angıra bak.,PROFANITY
fakire am vermemişler tutmuş taşşaklarını da sokmuş.,PROFANITY
canını cananını sikeyim.,PROFANITY
sana kuvvet uygulayan yer çekimini sikeyim.,PROFANITY
Bugün hava çok güzel.,OTHER
Yarın okula gitmeyi unutma.,OTHER
Geçen hafta sonu harika zaman geçirdik.,OTHER
Bu yemek harika olmuş ellerine sağlık.,OTHER
Arkadaşlarınla buluşmak istersen ben de katılabilirim.,OTHER
Bugün çok yoğun bir gün geçirdim yoruldum.,OTHER
Dün akşam film izledik çok keyifliydi.,OTHER
Bu kitap gerçekten ilginç bir konuya sahip.,OTHER
Tatil planları yapmaya başlamamız lazım.,OTHER
Bugün ofiste çok işim var başka gün buluşabiliriz.,OTHER
Yarın için hava durumu nasıl acaba?,OTHER
Bu resimleri sen mi çektin? Harika olmuşlar.,OTHER
Bu hafta sonu neler yapacağız?,OTHER
